,User,Task,Stiffness,Scale,2AFC,Confidence,Results
0,User15,Squeeze,45.0,Large,1.0,2,4.0
1,User15,Compress,45.0,Large,1.0,3,4.0
2,User15,Squeeze,45.0,Small,0.0,4,-4.0
3,User15,Compress,45.0,Small,0.0,3,-4.0
4,User15,Squeeze,47.0,Large,1.0,4,4.0
5,User15,Compress,47.0,Large,1.0,2,4.0
6,User15,Squeeze,47.0,Small,0.0,3,-4.0
7,User15,Compress,47.0,Small,0.0,4,-4.0
8,User15,Squeeze,49.0,Large,1.0,4,4.0
9,User15,Compress,49.0,Large,0.0,4,-4.0
10,User15,Squeeze,49.0,Small,0.0,4,-4.0
11,User15,Compress,49.0,Small,1.0,4,4.0
12,User15,Squeeze,51.0,Large,0.0,3,-4.0
13,User15,Compress,51.0,Large,1.0,4,4.0
14,User15,Squeeze,51.0,Small,1.0,2,4.0
15,User15,Compress,51.0,Small,0.0,4,-4.0
16,User15,Squeeze,53.0,Large,1.0,2,4.0
17,User15,Compress,53.0,Large,1.0,3,4.0
18,User15,Squeeze,53.0,Small,0.0,4,-4.0
19,User15,Compress,53.0,Small,0.0,4,-4.0
20,User15,Squeeze,55.0,Large,0.0,4,-4.0
21,User15,Compress,55.0,Large,0.0,4,-4.0
22,User15,Squeeze,55.0,Small,0.0,4,-4.0
23,User15,Compress,55.0,Small,0.0,3,-4.0
24,User15,Squeeze,57.0,Large,1.0,4,4.0
25,User15,Compress,57.0,Large,1.0,4,4.0
26,User15,Squeeze,57.0,Small,0.0,4,-4.0
27,User15,Compress,57.0,Small,0.0,4,-4.0
28,User15,Squeeze,59.0,Large,0.0,4,-4.0
29,User15,Compress,59.0,Large,1.0,3,4.0
30,User15,Squeeze,59.0,Small,1.0,3,4.0
31,User15,Compress,59.0,Small,1.0,3,4.0
32,User15,Squeeze,61.0,Large,1.0,4,4.0
33,User15,Compress,61.0,Large,1.0,5,4.0
34,User15,Squeeze,61.0,Small,0.0,4,-4.0
35,User15,Compress,61.0,Small,0.0,4,-4.0
36,User15,Squeeze,63.0,Large,0.0,4,-4.0
37,User15,Compress,63.0,Large,1.0,4,4.0
38,User15,Squeeze,63.0,Small,0.0,4,-4.0
39,User15,Compress,63.0,Small,0.0,4,-4.0
40,User15,Squeeze,65.0,Large,0.0,3,-4.0
41,User15,Compress,65.0,Large,0.0,5,-4.0
42,User15,Squeeze,65.0,Small,0.0,3,-4.0
43,User15,Compress,65.0,Small,0.0,4,-4.0
44,User15,Squeeze,10.0,Large,1.0,4,4.0
45,User15,Compress,10.0,Large,0.0,3,-4.0
46,User15,Squeeze,10.0,Small,1.0,3,4.0
47,User15,Compress,10.0,Small,1.0,3,4.0
48,User15,Squeeze,12.0,Large,1.0,4,4.0
49,User15,Compress,12.0,Large,1.0,5,4.0
50,User15,Squeeze,12.0,Small,1.0,4,4.0
51,User15,Compress,12.0,Small,1.0,3,4.0
52,User15,Squeeze,14.0,Large,0.0,3,-4.0
53,User15,Compress,14.0,Large,1.0,4,4.0
54,User15,Squeeze,14.0,Small,1.0,4,4.0
55,User15,Compress,14.0,Small,0.0,4,-4.0
56,User15,Squeeze,16.0,Large,1.0,5,4.0
57,User15,Compress,16.0,Large,0.0,4,-4.0
58,User15,Squeeze,16.0,Small,1.0,3,4.0
59,User15,Compress,16.0,Small,0.0,4,-4.0
60,User15,Squeeze,18.0,Large,1.0,2,4.0
61,User15,Compress,18.0,Large,1.0,3,4.0
62,User15,Squeeze,18.0,Small,1.0,4,4.0
63,User15,Compress,18.0,Small,0.0,4,-4.0
64,User15,Squeeze,20.0,Large,1.0,2,4.0
65,User15,Compress,20.0,Large,1.0,4,4.0
66,User15,Squeeze,20.0,Small,1.0,2,4.0
67,User15,Compress,20.0,Small,1.0,4,4.0
68,User15,Squeeze,22.0,Large,0.0,3,-4.0
69,User15,Compress,22.0,Large,0.0,3,-4.0
70,User15,Squeeze,22.0,Small,0.0,4,-4.0
71,User15,Compress,22.0,Small,1.0,4,4.0
72,User15,Squeeze,24.0,Large,0.0,4,-4.0
73,User15,Compress,24.0,Large,1.0,4,4.0
74,User15,Squeeze,24.0,Small,0.0,4,-4.0
75,User15,Compress,24.0,Small,0.0,4,-4.0
76,User15,Squeeze,1.0,Large,0.0,4,-4.0
77,User15,Compress,1.0,Large,1.0,3,4.0
78,User15,Squeeze,1.0,Small,1.0,4,4.0
79,User15,Compress,1.0,Small,0.0,3,-4.0
80,User15,Squeeze,6.0,Large,1.0,4,4.0
81,User15,Compress,6.0,Large,1.0,5,4.0
82,User15,Squeeze,6.0,Small,1.0,2,4.0
83,User15,Compress,6.0,Small,1.0,4,4.0
84,User15,Squeeze,70.0,Large,0.0,3,-4.0
85,User15,Compress,70.0,Large,0.0,4,-4.0
86,User15,Squeeze,70.0,Small,0.0,4,-4.0
87,User15,Compress,70.0,Small,0.0,4,-4.0
88,User15,Squeeze,75.0,Large,0.0,4,-4.0
89,User15,Compress,75.0,Large,1.0,4,4.0
90,User15,Squeeze,75.0,Small,0.0,4,-4.0
91,User15,Compress,75.0,Small,0.0,5,-4.0
92,User15,Squeeze,25.0,Large,1.0,3,4.0
93,User15,Compress,25.0,Large,0.0,4,-4.0
94,User15,Squeeze,25.0,Small,0.0,3,-4.0
95,User15,Compress,25.0,Small,0.0,3,-4.0
96,User15,Squeeze,30.0,Large,1.0,5,4.0
97,User15,Compress,30.0,Large,0.0,4,-4.0
98,User15,Squeeze,30.0,Small,0.0,4,-4.0
99,User15,Compress,30.0,Small,0.0,4,-4.0
100,User15,Squeeze,35.0,Large,1.0,4,4.0
101,User15,Compress,35.0,Large,1.0,5,4.0
102,User15,Squeeze,35.0,Small,1.0,3,4.0
103,User15,Compress,35.0,Small,0.0,4,-4.0
104,User15,Squeeze,40.0,Large,0.0,3,-4.0
105,User15,Compress,40.0,Large,0.0,4,-4.0
106,User15,Squeeze,40.0,Small,0.0,4,-4.0
107,User15,Compress,40.0,Small,0.0,4,-4.0
0,User14,Squeeze,45.0,Large,1.0,3,4.0
1,User14,Compress,45.0,Large,1.0,3,4.0
2,User14,Squeeze,45.0,Small,1.0,3,4.0
3,User14,Compress,45.0,Small,0.0,4,-4.0
4,User14,Squeeze,47.0,Large,0.0,4,-4.0
5,User14,Compress,47.0,Large,1.0,3,4.0
6,User14,Squeeze,47.0,Small,0.0,5,-4.0
7,User14,Compress,47.0,Small,0.0,4,-4.0
8,User14,Squeeze,49.0,Large,1.0,3,4.0
9,User14,Compress,49.0,Large,0.0,3,-4.0
10,User14,Squeeze,49.0,Small,0.0,3,-4.0
11,User14,Compress,49.0,Small,0.0,3,-4.0
12,User14,Squeeze,51.0,Large,0.0,4,-4.0
13,User14,Compress,51.0,Large,1.0,4,4.0
14,User14,Squeeze,51.0,Small,0.0,4,-4.0
15,User14,Compress,51.0,Small,0.0,5,-4.0
16,User14,Squeeze,53.0,Large,0.0,1,-4.0
17,User14,Compress,53.0,Large,1.0,4,4.0
18,User14,Squeeze,53.0,Small,0.0,4,-4.0
19,User14,Compress,53.0,Small,0.0,3,-4.0
20,User14,Squeeze,55.0,Large,1.0,3,4.0
21,User14,Compress,55.0,Large,1.0,4,4.0
22,User14,Squeeze,55.0,Small,0.0,4,-4.0
23,User14,Compress,55.0,Small,0.0,5,-4.0
24,User14,Squeeze,57.0,Large,1.0,4,4.0
25,User14,Compress,57.0,Large,1.0,4,4.0
26,User14,Squeeze,57.0,Small,0.0,3,-4.0
27,User14,Compress,57.0,Small,0.0,4,-4.0
28,User14,Squeeze,59.0,Large,1.0,2,4.0
29,User14,Compress,59.0,Large,0.0,4,-4.0
30,User14,Squeeze,59.0,Small,0.0,4,-4.0
31,User14,Compress,59.0,Small,0.0,5,-4.0
32,User14,Squeeze,61.0,Large,1.0,4,4.0
33,User14,Compress,61.0,Large,1.0,3,4.0
34,User14,Squeeze,61.0,Small,1.0,3,4.0
35,User14,Compress,61.0,Small,0.0,2,-4.0
36,User14,Squeeze,63.0,Large,1.0,4,4.0
37,User14,Compress,63.0,Large,1.0,2,4.0
38,User14,Squeeze,63.0,Small,0.0,5,-4.0
39,User14,Compress,63.0,Small,0.0,3,-4.0
40,User14,Squeeze,65.0,Large,1.0,4,4.0
41,User14,Compress,65.0,Large,1.0,4,4.0
42,User14,Squeeze,65.0,Small,0.0,4,-4.0
43,User14,Compress,65.0,Small,0.0,4,-4.0
44,User14,Squeeze,10.0,Large,0.0,4,-4.0
45,User14,Compress,10.0,Large,1.0,2,4.0
46,User14,Squeeze,10.0,Small,0.0,2,-4.0
47,User14,Compress,10.0,Small,1.0,3,4.0
48,User14,Squeeze,12.0,Large,0.0,3,-4.0
49,User14,Compress,12.0,Large,0.0,4,-4.0
50,User14,Squeeze,12.0,Small,1.0,2,4.0
51,User14,Compress,12.0,Small,0.0,5,-4.0
52,User14,Squeeze,14.0,Large,1.0,3,4.0
53,User14,Compress,14.0,Large,0.0,4,-4.0
54,User14,Squeeze,14.0,Small,0.0,4,-4.0
55,User14,Compress,14.0,Small,0.0,3,-4.0
56,User14,Squeeze,16.0,Large,0.0,2,-4.0
57,User14,Compress,16.0,Large,1.0,3,4.0
58,User14,Squeeze,16.0,Small,1.0,3,4.0
59,User14,Compress,16.0,Small,0.0,3,-4.0
60,User14,Squeeze,18.0,Large,1.0,5,4.0
61,User14,Compress,18.0,Large,0.0,3,-4.0
62,User14,Squeeze,18.0,Small,1.0,4,4.0
63,User14,Compress,18.0,Small,1.0,4,4.0
64,User14,Squeeze,20.0,Large,1.0,4,4.0
65,User14,Compress,20.0,Large,1.0,3,4.0
66,User14,Squeeze,20.0,Small,1.0,3,4.0
67,User14,Compress,20.0,Small,0.0,4,-4.0
68,User14,Squeeze,22.0,Large,0.0,3,-4.0
69,User14,Compress,22.0,Large,1.0,4,4.0
70,User14,Squeeze,22.0,Small,1.0,4,4.0
71,User14,Compress,22.0,Small,0.0,4,-4.0
72,User14,Squeeze,24.0,Large,0.0,4,-4.0
73,User14,Compress,24.0,Large,1.0,4,4.0
74,User14,Squeeze,24.0,Small,0.0,4,-4.0
75,User14,Compress,24.0,Small,0.0,4,-4.0
76,User14,Squeeze,1.0,Large,0.0,5,-4.0
77,User14,Compress,1.0,Large,0.0,5,-4.0
78,User14,Squeeze,1.0,Small,0.0,5,-4.0
79,User14,Compress,1.0,Small,0.0,5,-4.0
80,User14,Squeeze,6.0,Large,1.0,2,4.0
81,User14,Compress,6.0,Large,0.0,3,-4.0
82,User14,Squeeze,6.0,Small,1.0,3,4.0
83,User14,Compress,6.0,Small,0.0,2,-4.0
84,User14,Squeeze,70.0,Large,0.0,4,-4.0
85,User14,Compress,70.0,Large,1.0,4,4.0
86,User14,Squeeze,70.0,Small,0.0,3,-4.0
87,User14,Compress,70.0,Small,0.0,4,-4.0
88,User14,Squeeze,75.0,Large,0.0,4,-4.0
89,User14,Compress,75.0,Large,0.0,4,-4.0
90,User14,Squeeze,75.0,Small,1.0,5,4.0
91,User14,Compress,75.0,Small,0.0,5,-4.0
92,User14,Squeeze,25.0,Large,1.0,4,4.0
93,User14,Compress,25.0,Large,0.0,3,-4.0
94,User14,Squeeze,25.0,Small,0.0,4,-4.0
95,User14,Compress,25.0,Small,0.0,2,-4.0
96,User14,Squeeze,30.0,Large,1.0,4,4.0
97,User14,Compress,30.0,Large,1.0,3,4.0
98,User14,Squeeze,30.0,Small,1.0,4,4.0
99,User14,Compress,30.0,Small,0.0,5,-4.0
100,User14,Squeeze,35.0,Large,1.0,4,4.0
101,User14,Compress,35.0,Large,1.0,4,4.0
102,User14,Squeeze,35.0,Small,0.0,4,-4.0
103,User14,Compress,35.0,Small,1.0,2,4.0
104,User14,Squeeze,40.0,Large,0.0,4,-4.0
105,User14,Compress,40.0,Large,1.0,4,4.0
106,User14,Squeeze,40.0,Small,1.0,2,4.0
107,User14,Compress,40.0,Small,0.0,4,-4.0
0,User13,Squeeze,45.0,Large,0.0,3,-4.0
1,User13,Compress,45.0,Large,0.0,3,-4.0
2,User13,Squeeze,45.0,Small,1.0,4,4.0
3,User13,Compress,45.0,Small,1.0,1,4.0
4,User13,Squeeze,47.0,Large,0.0,2,-4.0
5,User13,Compress,47.0,Large,1.0,4,4.0
6,User13,Squeeze,47.0,Small,0.0,3,-4.0
7,User13,Compress,47.0,Small,0.0,2,-4.0
8,User13,Squeeze,49.0,Large,1.0,5,4.0
9,User13,Compress,49.0,Large,0.0,4,-4.0
10,User13,Squeeze,49.0,Small,1.0,2,4.0
11,User13,Compress,49.0,Small,0.0,1,-4.0
12,User13,Squeeze,51.0,Large,1.0,5,4.0
13,User13,Compress,51.0,Large,0.0,2,-4.0
14,User13,Squeeze,51.0,Small,0.0,1,-4.0
15,User13,Compress,51.0,Small,0.0,2,-4.0
16,User13,Squeeze,53.0,Large,1.0,3,4.0
17,User13,Compress,53.0,Large,0.0,2,-4.0
18,User13,Squeeze,53.0,Small,1.0,4,4.0
19,User13,Compress,53.0,Small,1.0,4,4.0
20,User13,Squeeze,55.0,Large,0.0,2,-4.0
21,User13,Compress,55.0,Large,1.0,2,4.0
22,User13,Squeeze,55.0,Small,0.0,3,-4.0
23,User13,Compress,55.0,Small,1.0,5,4.0
24,User13,Squeeze,57.0,Large,1.0,2,4.0
25,User13,Compress,57.0,Large,0.0,2,-4.0
26,User13,Squeeze,57.0,Small,1.0,4,4.0
27,User13,Compress,57.0,Small,1.0,3,4.0
28,User13,Squeeze,59.0,Large,1.0,4,4.0
29,User13,Compress,59.0,Large,1.0,2,4.0
30,User13,Squeeze,59.0,Small,1.0,4,4.0
31,User13,Compress,59.0,Small,1.0,4,4.0
32,User13,Squeeze,61.0,Large,1.0,3,4.0
33,User13,Compress,61.0,Large,0.0,2,-4.0
34,User13,Squeeze,61.0,Small,1.0,4,4.0
35,User13,Compress,61.0,Small,1.0,2,4.0
36,User13,Squeeze,63.0,Large,1.0,3,4.0
37,User13,Compress,63.0,Large,1.0,2,4.0
38,User13,Squeeze,63.0,Small,1.0,4,4.0
39,User13,Compress,63.0,Small,1.0,3,4.0
40,User13,Squeeze,65.0,Large,1.0,2,4.0
41,User13,Compress,65.0,Large,1.0,4,4.0
42,User13,Squeeze,65.0,Small,1.0,3,4.0
43,User13,Compress,65.0,Small,1.0,4,4.0
44,User13,Squeeze,10.0,Large,0.0,4,-4.0
45,User13,Compress,10.0,Large,0.0,2,-4.0
46,User13,Squeeze,10.0,Small,0.0,4,-4.0
47,User13,Compress,10.0,Small,0.0,3,-4.0
48,User13,Squeeze,12.0,Large,0.0,4,-4.0
49,User13,Compress,12.0,Large,0.0,5,-4.0
50,User13,Squeeze,12.0,Small,0.0,2,-4.0
51,User13,Compress,12.0,Small,0.0,5,-4.0
52,User13,Squeeze,14.0,Large,0.0,2,-4.0
53,User13,Compress,14.0,Large,0.0,3,-4.0
54,User13,Squeeze,14.0,Small,0.0,4,-4.0
55,User13,Compress,14.0,Small,0.0,4,-4.0
56,User13,Squeeze,16.0,Large,0.0,4,-4.0
57,User13,Compress,16.0,Large,0.0,4,-4.0
58,User13,Squeeze,16.0,Small,0.0,2,-4.0
59,User13,Compress,16.0,Small,0.0,2,-4.0
60,User13,Squeeze,18.0,Large,0.0,2,-4.0
61,User13,Compress,18.0,Large,0.0,3,-4.0
62,User13,Squeeze,18.0,Small,0.0,2,-4.0
63,User13,Compress,18.0,Small,0.0,3,-4.0
64,User13,Squeeze,20.0,Large,0.0,2,-4.0
65,User13,Compress,20.0,Large,0.0,5,-4.0
66,User13,Squeeze,20.0,Small,0.0,3,-4.0
67,User13,Compress,20.0,Small,0.0,2,-4.0
68,User13,Squeeze,22.0,Large,0.0,3,-4.0
69,User13,Compress,22.0,Large,0.0,3,-4.0
70,User13,Squeeze,22.0,Small,0.0,2,-4.0
71,User13,Compress,22.0,Small,0.0,2,-4.0
72,User13,Squeeze,24.0,Large,0.0,2,-4.0
73,User13,Compress,24.0,Large,0.0,2,-4.0
74,User13,Squeeze,24.0,Small,0.0,3,-4.0
75,User13,Compress,24.0,Small,0.0,2,-4.0
76,User13,Squeeze,1.0,Large,0.0,4,-4.0
77,User13,Compress,1.0,Large,0.0,5,-4.0
78,User13,Squeeze,1.0,Small,0.0,5,-4.0
79,User13,Compress,1.0,Small,0.0,5,-4.0
80,User13,Squeeze,6.0,Large,0.0,4,-4.0
81,User13,Compress,6.0,Large,0.0,5,-4.0
82,User13,Squeeze,6.0,Small,0.0,5,-4.0
83,User13,Compress,6.0,Small,0.0,5,-4.0
84,User13,Squeeze,70.0,Large,1.0,4,4.0
85,User13,Compress,70.0,Large,0.0,1,-4.0
86,User13,Squeeze,70.0,Small,1.0,4,4.0
87,User13,Compress,70.0,Small,1.0,3,4.0
88,User13,Squeeze,75.0,Large,0.0,1,-4.0
89,User13,Compress,75.0,Large,1.0,3,4.0
90,User13,Squeeze,75.0,Small,1.0,5,4.0
91,User13,Compress,75.0,Small,1.0,3,4.0
92,User13,Squeeze,25.0,Large,0.0,3,-4.0
93,User13,Compress,25.0,Large,0.0,2,-4.0
94,User13,Squeeze,25.0,Small,0.0,2,-4.0
95,User13,Compress,25.0,Small,0.0,2,-4.0
96,User13,Squeeze,30.0,Large,0.0,1,-4.0
97,User13,Compress,30.0,Large,0.0,1,-4.0
98,User13,Squeeze,30.0,Small,0.0,2,-4.0
99,User13,Compress,30.0,Small,0.0,2,-4.0
100,User13,Squeeze,35.0,Large,0.0,3,-4.0
101,User13,Compress,35.0,Large,1.0,2,4.0
102,User13,Squeeze,35.0,Small,0.0,1,-4.0
103,User13,Compress,35.0,Small,1.0,2,4.0
104,User13,Squeeze,40.0,Large,1.0,3,4.0
105,User13,Compress,40.0,Large,0.0,3,-4.0
106,User13,Squeeze,40.0,Small,1.0,3,4.0
107,User13,Compress,40.0,Small,0.0,2,-4.0
0,User12,Squeeze,45.0,Large,0.0,2,-4.0
1,User12,Compress,45.0,Large,0.0,3,-4.0
2,User12,Squeeze,45.0,Small,0.0,2,-4.0
3,User12,Compress,45.0,Small,1.0,3,4.0
4,User12,Squeeze,47.0,Large,0.0,2,-4.0
5,User12,Compress,47.0,Large,0.0,2,-4.0
6,User12,Squeeze,47.0,Small,0.0,4,-4.0
7,User12,Compress,47.0,Small,1.0,3,4.0
8,User12,Squeeze,49.0,Large,1.0,4,4.0
9,User12,Compress,49.0,Large,1.0,3,4.0
10,User12,Squeeze,49.0,Small,0.0,3,-4.0
11,User12,Compress,49.0,Small,0.0,2,-4.0
12,User12,Squeeze,51.0,Large,0.0,2,-4.0
13,User12,Compress,51.0,Large,1.0,4,4.0
14,User12,Squeeze,51.0,Small,0.0,4,-4.0
15,User12,Compress,51.0,Small,0.0,2,-4.0
16,User12,Squeeze,53.0,Large,0.0,2,-4.0
17,User12,Compress,53.0,Large,0.0,2,-4.0
18,User12,Squeeze,53.0,Small,0.0,2,-4.0
19,User12,Compress,53.0,Small,1.0,2,4.0
20,User12,Squeeze,55.0,Large,1.0,4,4.0
21,User12,Compress,55.0,Large,0.0,2,-4.0
22,User12,Squeeze,55.0,Small,0.0,2,-4.0
23,User12,Compress,55.0,Small,1.0,2,4.0
24,User12,Squeeze,57.0,Large,0.0,4,-4.0
25,User12,Compress,57.0,Large,0.0,3,-4.0
26,User12,Squeeze,57.0,Small,1.0,2,4.0
27,User12,Compress,57.0,Small,1.0,4,4.0
28,User12,Squeeze,59.0,Large,0.0,3,-4.0
29,User12,Compress,59.0,Large,0.0,2,-4.0
30,User12,Squeeze,59.0,Small,0.0,2,-4.0
31,User12,Compress,59.0,Small,1.0,2,4.0
32,User12,Squeeze,61.0,Large,1.0,3,4.0
33,User12,Compress,61.0,Large,0.0,2,-4.0
34,User12,Squeeze,61.0,Small,1.0,3,4.0
35,User12,Compress,61.0,Small,0.0,4,-4.0
36,User12,Squeeze,63.0,Large,1.0,4,4.0
37,User12,Compress,63.0,Large,1.0,3,4.0
38,User12,Squeeze,63.0,Small,0.0,3,-4.0
39,User12,Compress,63.0,Small,0.0,3,-4.0
40,User12,Squeeze,65.0,Large,1.0,3,4.0
41,User12,Compress,65.0,Large,1.0,3,4.0
42,User12,Squeeze,65.0,Small,1.0,3,4.0
43,User12,Compress,65.0,Small,0.0,3,-4.0
44,User12,Squeeze,10.0,Large,0.0,5,-4.0
45,User12,Compress,10.0,Large,0.0,5,-4.0
46,User12,Squeeze,10.0,Small,0.0,5,-4.0
47,User12,Compress,10.0,Small,0.0,5,-4.0
48,User12,Squeeze,12.0,Large,0.0,5,-4.0
49,User12,Compress,12.0,Large,0.0,5,-4.0
50,User12,Squeeze,12.0,Small,0.0,5,-4.0
51,User12,Compress,12.0,Small,0.0,5,-4.0
52,User12,Squeeze,14.0,Large,0.0,5,-4.0
53,User12,Compress,14.0,Large,0.0,2,-4.0
54,User12,Squeeze,14.0,Small,0.0,5,-4.0
55,User12,Compress,14.0,Small,0.0,5,-4.0
56,User12,Squeeze,16.0,Large,0.0,5,-4.0
57,User12,Compress,16.0,Large,0.0,4,-4.0
58,User12,Squeeze,16.0,Small,0.0,5,-4.0
59,User12,Compress,16.0,Small,0.0,3,-4.0
60,User12,Squeeze,18.0,Large,0.0,5,-4.0
61,User12,Compress,18.0,Large,0.0,4,-4.0
62,User12,Squeeze,18.0,Small,0.0,4,-4.0
63,User12,Compress,18.0,Small,0.0,3,-4.0
64,User12,Squeeze,20.0,Large,0.0,4,-4.0
65,User12,Compress,20.0,Large,0.0,5,-4.0
66,User12,Squeeze,20.0,Small,0.0,4,-4.0
67,User12,Compress,20.0,Small,0.0,3,-4.0
68,User12,Squeeze,22.0,Large,0.0,3,-4.0
69,User12,Compress,22.0,Large,0.0,5,-4.0
70,User12,Squeeze,22.0,Small,0.0,4,-4.0
71,User12,Compress,22.0,Small,0.0,4,-4.0
72,User12,Squeeze,24.0,Large,0.0,4,-4.0
73,User12,Compress,24.0,Large,0.0,4,-4.0
74,User12,Squeeze,24.0,Small,0.0,5,-4.0
75,User12,Compress,24.0,Small,0.0,5,-4.0
76,User12,Squeeze,1.0,Large,0.0,5,-4.0
77,User12,Compress,1.0,Large,0.0,5,-4.0
78,User12,Squeeze,1.0,Small,0.0,5,-4.0
79,User12,Compress,1.0,Small,0.0,5,-4.0
80,User12,Squeeze,6.0,Large,0.0,5,-4.0
81,User12,Compress,6.0,Large,0.0,5,-4.0
82,User12,Squeeze,6.0,Small,0.0,5,-4.0
83,User12,Compress,6.0,Small,0.0,5,-4.0
84,User12,Squeeze,70.0,Large,1.0,3,4.0
85,User12,Compress,70.0,Large,0.0,2,-4.0
86,User12,Squeeze,70.0,Small,1.0,2,4.0
87,User12,Compress,70.0,Small,1.0,4,4.0
88,User12,Squeeze,75.0,Large,1.0,2,4.0
89,User12,Compress,75.0,Large,1.0,2,4.0
90,User12,Squeeze,75.0,Small,0.0,3,-4.0
91,User12,Compress,75.0,Small,1.0,3,4.0
92,User12,Squeeze,25.0,Large,0.0,4,-4.0
93,User12,Compress,25.0,Large,0.0,4,-4.0
94,User12,Squeeze,25.0,Small,0.0,4,-4.0
95,User12,Compress,25.0,Small,0.0,3,-4.0
96,User12,Squeeze,30.0,Large,0.0,4,-4.0
97,User12,Compress,30.0,Large,0.0,4,-4.0
98,User12,Squeeze,30.0,Small,0.0,3,-4.0
99,User12,Compress,30.0,Small,0.0,3,-4.0
100,User12,Squeeze,35.0,Large,0.0,2,-4.0
101,User12,Compress,35.0,Large,0.0,4,-4.0
102,User12,Squeeze,35.0,Small,0.0,3,-4.0
103,User12,Compress,35.0,Small,0.0,4,-4.0
104,User12,Squeeze,40.0,Large,0.0,2,-4.0
105,User12,Compress,40.0,Large,0.0,3,-4.0
106,User12,Squeeze,40.0,Small,0.0,4,-4.0
107,User12,Compress,40.0,Small,0.0,3,-4.0
0,User11,Squeeze,45.0,Large,0.0,3,-4.0
1,User11,Compress,45.0,Large,1.0,4,4.0
2,User11,Squeeze,45.0,Small,1.0,3,4.0
