,Conditions,Task,User,Scale,Results
1287,75.0,Compress,User7,Small,-4.0
1288,25.0,Squeeze,User7,Small,4.0
1289,25.0,Compress,User7,Small,4.0
1290,30.0,Squeeze,User7,Small,4.0
1291,30.0,Compress,User7,Small,-4.0
1292,35.0,Squeeze,User7,Small,4.0
1293,35.0,Compress,User7,Small,-4.0
1294,40.0,Squeeze,User7,Small,4.0
1295,40.0,Compress,User7,Small,4.0
1296,45.0,Squeeze,User6,Small,4.0
1297,45.0,Compress,User6,Small,-4.0
1298,47.0,Squeeze,User6,Small,-4.0
1299,47.0,Compress,User6,Small,-4.0
1300,49.0,Squeeze,User6,Small,4.0
1301,49.0,Compress,User6,Small,-4.0
1302,51.0,Squeeze,User6,Small,-4.0
1303,51.0,Compress,User6,Small,-4.0
1304,53.0,Squeeze,User6,Small,-4.0
1305,53.0,Compress,User6,Small,-4.0
1306,55.0,Squeeze,User6,Small,4.0
1307,55.0,Compress,User6,Small,-4.0
1308,57.0,Squeeze,User6,Small,4.0
1309,57.0,Compress,User6,Small,4.0
1310,59.0,Squeeze,User6,Small,-4.0
1311,59.0,Compress,User6,Small,4.0
1312,61.0,Squeeze,User6,Small,-4.0
1313,61.0,Compress,User6,Small,-4.0
1314,63.0,Squeeze,User6,Small,-4.0
1315,63.0,Compress,User6,Small,-4.0
1316,65.0,Squeeze,User6,Small,-4.0
1317,65.0,Compress,User6,Small,-4.0
1318,10.0,Squeeze,User6,Small,4.0
1319,10.0,Compress,User6,Small,-4.0
1320,12.0,Squeeze,User6,Small,4.0
1321,12.0,Compress,User6,Small,-4.0
1322,14.0,Squeeze,User6,Small,4.0
1323,14.0,Compress,User6,Small,-4.0
1324,16.0,Squeeze,User6,Small,4.0
1325,16.0,Compress,User6,Small,-4.0
1326,18.0,Squeeze,User6,Small,-4.0
1327,18.0,Compress,User6,Small,-4.0
1328,20.0,Squeeze,User6,Small,-4.0
1329,20.0,Compress,User6,Small,-4.0
1330,22.0,Squeeze,User6,Small,-4.0
1331,22.0,Compress,User6,Small,4.0
1332,24.0,Squeeze,User6,Small,4.0
1333,24.0,Compress,User6,Small,-4.0
1334,1.0,Squeeze,User6,Small,-4.0
1335,1.0,Compress,User6,Small,-4.0
1336,6.0,Squeeze,User6,Small,4.0
1337,6.0,Compress,User6,Small,4.0
1338,70.0,Squeeze,User6,Small,-4.0
1339,70.0,Compress,User6,Small,4.0
1340,75.0,Squeeze,User6,Small,-4.0
1341,75.0,Compress,User6,Small,-4.0
1342,25.0,Squeeze,User6,Small,4.0
1343,25.0,Compress,User6,Small,-4.0
1344,30.0,Squeeze,User6,Small,4.0
1345,30.0,Compress,User6,Small,4.0
1346,35.0,Squeeze,User6,Small,4.0
1347,35.0,Compress,User6,Small,-4.0
1348,40.0,Squeeze,User6,Small,4.0
1349,40.0,Compress,User6,Small,-4.0
1350,45.0,Squeeze,User5,Small,-4.0
1351,45.0,Compress,User5,Small,4.0
1352,47.0,Squeeze,User5,Small,4.0
1353,47.0,Compress,User5,Small,-4.0
1354,49.0,Squeeze,User5,Small,4.0
1355,49.0,Compress,User5,Small,-4.0
1356,51.0,Squeeze,User5,Small,4.0
1357,51.0,Compress,User5,Small,4.0
1358,53.0,Squeeze,User5,Small,4.0
1359,53.0,Compress,User5,Small,4.0
1360,55.0,Squeeze,User5,Small,-4.0
1361,55.0,Compress,User5,Small,4.0
1362,57.0,Squeeze,User5,Small,4.0
1363,57.0,Compress,User5,Small,4.0
1364,59.0,Squeeze,User5,Small,4.0
1365,59.0,Compress,User5,Small,4.0
1366,61.0,Squeeze,User5,Small,4.0
1367,61.0,Compress,User5,Small,4.0
1368,63.0,Squeeze,User5,Small,4.0
1369,63.0,Compress,User5,Small,-4.0
1370,65.0,Squeeze,User5,Small,4.0
1371,65.0,Compress,User5,Small,4.0
1372,10.0,Squeeze,User5,Small,-4.0
1373,10.0,Compress,User5,Small,-4.0
1374,12.0,Squeeze,User5,Small,-4.0
1375,12.0,Compress,User5,Small,-4.0
1376,14.0,Squeeze,User5,Small,-4.0
1377,14.0,Compress,User5,Small,-4.0
1378,16.0,Squeeze,User5,Small,-4.0
1379,16.0,Compress,User5,Small,4.0
1380,18.0,Squeeze,User5,Small,-4.0
1381,18.0,Compress,User5,Small,-4.0
1382,20.0,Squeeze,User5,Small,-4.0
1383,20.0,Compress,User5,Small,-4.0
1384,22.0,Squeeze,User5,Small,-4.0
1385,22.0,Compress,User5,Small,-4.0
1386,24.0,Squeeze,User5,Small,-4.0
1387,24.0,Compress,User5,Small,-4.0
1388,1.0,Squeeze,User5,Small,-4.0
1389,1.0,Compress,User5,Small,-4.0
1390,6.0,Squeeze,User5,Small,-4.0
1391,6.0,Compress,User5,Small,-4.0
1392,70.0,Squeeze,User5,Small,4.0
1393,70.0,Compress,User5,Small,4.0
1394,75.0,Squeeze,User5,Small,4.0
1395,75.0,Compress,User5,Small,4.0
1396,25.0,Squeeze,User5,Small,-4.0
1397,25.0,Compress,User5,Small,-4.0
1398,30.0,Squeeze,User5,Small,4.0
1399,30.0,Compress,User5,Small,-4.0
1400,35.0,Squeeze,User5,Small,-4.0
1401,35.0,Compress,User5,Small,4.0
1402,40.0,Squeeze,User5,Small,-4.0
1403,40.0,Compress,User5,Small,4.0
1404,45.0,Squeeze,User4,Small,4.0
1405,45.0,Compress,User4,Small,4.0
1406,47.0,Squeeze,User4,Small,4.0
1407,47.0,Compress,User4,Small,4.0
1408,49.0,Squeeze,User4,Small,4.0
1409,49.0,Compress,User4,Small,4.0
1410,51.0,Squeeze,User4,Small,4.0
1411,51.0,Compress,User4,Small,4.0
1412,53.0,Squeeze,User4,Small,4.0
1413,53.0,Compress,User4,Small,4.0
1414,55.0,Squeeze,User4,Small,4.0
1415,55.0,Compress,User4,Small,4.0
1416,57.0,Squeeze,User4,Small,4.0
1417,57.0,Compress,User4,Small,4.0
1418,59.0,Squeeze,User4,Small,4.0
1419,59.0,Compress,User4,Small,4.0
1420,61.0,Squeeze,User4,Small,4.0
1421,61.0,Compress,User4,Small,4.0
1422,63.0,Squeeze,User4,Small,4.0
1423,63.0,Compress,User4,Small,4.0
1424,65.0,Squeeze,User4,Small,4.0
1425,65.0,Compress,User4,Small,4.0
1426,10.0,Squeeze,User4,Small,4.0
1427,10.0,Compress,User4,Small,-4.0
1428,12.0,Squeeze,User4,Small,-4.0
1429,12.0,Compress,User4,Small,-4.0
1430,14.0,Squeeze,User4,Small,-4.0
1431,14.0,Compress,User4,Small,-4.0
1432,16.0,Squeeze,User4,Small,4.0
1433,16.0,Compress,User4,Small,-4.0
1434,18.0,Squeeze,User4,Small,-4.0
1435,18.0,Compress,User4,Small,-4.0
1436,20.0,Squeeze,User4,Small,-4.0
1437,20.0,Compress,User4,Small,-4.0
1438,22.0,Squeeze,User4,Small,-4.0
1439,22.0,Compress,User4,Small,-4.0
1440,24.0,Squeeze,User4,Small,-4.0
1441,24.0,Compress,User4,Small,4.0
1442,1.0,Squeeze,User4,Small,-4.0
1443,1.0,Compress,User4,Small,-4.0
1444,6.0,Squeeze,User4,Small,-4.0
1445,6.0,Compress,User4,Small,-4.0
1446,70.0,Squeeze,User4,Small,4.0
1447,70.0,Compress,User4,Small,4.0
1448,75.0,Squeeze,User4,Small,4.0
1449,75.0,Compress,User4,Small,4.0
1450,25.0,Squeeze,User4,Small,4.0
1451,25.0,Compress,User4,Small,4.0
1452,30.0,Squeeze,User4,Small,-4.0
1453,30.0,Compress,User4,Small,4.0
1454,35.0,Squeeze,User4,Small,4.0
1455,35.0,Compress,User4,Small,4.0
1456,40.0,Squeeze,User4,Small,4.0
1457,40.0,Compress,User4,Small,4.0
1458,45.0,Squeeze,User3,Small,4.0
1459,45.0,Compress,User3,Small,4.0
1460,47.0,Squeeze,User3,Small,-4.0
1461,47.0,Compress,User3,Small,4.0
1462,49.0,Squeeze,User3,Small,-4.0
1463,49.0,Compress,User3,Small,4.0
1464,51.0,Squeeze,User3,Small,4.0
1465,51.0,Compress,User3,Small,4.0
1466,53.0,Squeeze,User3,Small,-4.0
1467,53.0,Compress,User3,Small,-4.0
1468,55.0,Squeeze,User3,Small,4.0
1469,55.0,Compress,User3,Small,4.0
1470,57.0,Squeeze,User3,Small,4.0
1471,57.0,Compress,User3,Small,4.0
1472,59.0,Squeeze,User3,Small,4.0
1473,59.0,Compress,User3,Small,4.0
1474,61.0,Squeeze,User3,Small,-4.0
1475,61.0,Compress,User3,Small,4.0
1476,63.0,Squeeze,User3,Small,4.0
1477,63.0,Compress,User3,Small,4.0
1478,65.0,Squeeze,User3,Small,4.0
1479,65.0,Compress,User3,Small,4.0
1480,10.0,Squeeze,User3,Small,4.0
1481,10.0,Compress,User3,Small,4.0
1482,12.0,Squeeze,User3,Small,4.0
1483,12.0,Compress,User3,Small,4.0
1484,14.0,Squeeze,User3,Small,4.0
1485,14.0,Compress,User3,Small,4.0
1486,16.0,Squeeze,User3,Small,4.0
1487,16.0,Compress,User3,Small,4.0
1488,18.0,Squeeze,User3,Small,-4.0
1489,18.0,Compress,User3,Small,4.0
1490,20.0,Squeeze,User3,Small,4.0
1491,20.0,Compress,User3,Small,4.0
1492,22.0,Squeeze,User3,Small,4.0
1493,22.0,Compress,User3,Small,4.0
1494,24.0,Squeeze,User3,Small,4.0
1495,24.0,Compress,User3,Small,4.0
1496,1.0,Squeeze,User3,Small,-4.0
1497,1.0,Compress,User3,Small,-4.0
1498,6.0,Squeeze,User3,Small,-4.0
1499,6.0,Compress,User3,Small,4.0
1500,70.0,Squeeze,User3,Small,-4.0
1501,70.0,Compress,User3,Small,4.0
1502,75.0,Squeeze,User3,Small,4.0
1503,75.0,Compress,User3,Small,4.0
1504,25.0,Squeeze,User3,Small,4.0
1505,25.0,Compress,User3,Small,4.0
1506,30.0,Squeeze,User3,Small,4.0
1507,30.0,Compress,User3,Small,4.0
1508,35.0,Squeeze,User3,Small,4.0
1509,35.0,Compress,User3,Small,4.0
1510,40.0,Squeeze,User3,Small,4.0
1511,40.0,Compress,User3,Small,4.0
1512,45.0,Squeeze,User2,Small,4.0
1513,45.0,Compress,User2,Small,4.0
1514,47.0,Squeeze,User2,Small,4.0
1515,47.0,Compress,User2,Small,4.0
1516,49.0,Squeeze,User2,Small,4.0
1517,49.0,Compress,User2,Small,4.0
1518,51.0,Squeeze,User2,Small,4.0
1519,51.0,Compress,User2,Small,4.0
1520,53.0,Squeeze,User2,Small,4.0
1521,53.0,Compress,User2,Small,4.0
1522,55.0,Squeeze,User2,Small,4.0
1523,55.0,Compress,User2,Small,4.0
1524,57.0,Squeeze,User2,Small,4.0
1525,57.0,Compress,User2,Small,4.0
1526,59.0,Squeeze,User2,Small,4.0
1527,59.0,Compress,User2,Small,4.0
1528,61.0,Squeeze,User2,Small,4.0
1529,61.0,Compress,User2,Small,4.0
1530,63.0,Squeeze,User2,Small,4.0
1531,63.0,Compress,User2,Small,4.0
1532,65.0,Squeeze,User2,Small,4.0
1533,65.0,Compress,User2,Small,4.0
1534,10.0,Squeeze,User2,Small,-4.0
1535,10.0,Compress,User2,Small,4.0
1536,12.0,Squeeze,User2,Small,-4.0
1537,12.0,Compress,User2,Small,-4.0
1538,14.0,Squeeze,User2,Small,-4.0
1539,14.0,Compress,User2,Small,4.0
1540,16.0,Squeeze,User2,Small,4.0
1541,16.0,Compress,User2,Small,4.0
1542,18.0,Squeeze,User2,Small,-4.0
1543,18.0,Compress,User2,Small,4.0
1544,20.0,Squeeze,User2,Small,-4.0
1545,20.0,Compress,User2,Small,4.0
1546,22.0,Squeeze,User2,Small,-4.0
1547,22.0,Compress,User2,Small,4.0
1548,24.0,Squeeze,User2,Small,4.0
1549,24.0,Compress,User2,Small,4.0
1550,1.0,Squeeze,User2,Small,-4.0
1551,1.0,Compress,User2,Small,-4.0
1552,6.0,Squeeze,User2,Small,-4.0
1553,6.0,Compress,User2,Small,-4.0
1554,70.0,Squeeze,User2,Small,-4.0
1555,70.0,Compress,User2,Small,4.0
1556,75.0,Squeeze,User2,Small,4.0
1557,75.0,Compress,User2,Small,4.0
1558,25.0,Squeeze,User2,Small,4.0
1559,25.0,Compress,User2,Small,4.0
1560,30.0,Squeeze,User2,Small,4.0
1561,30.0,Compress,User2,Small,4.0
1562,35.0,Squeeze,User2,Small,-4.0
1563,35.0,Compress,User2,Small,4.0
1564,40.0,Squeeze,User2,Small,-4.0
1565,40.0,Compress,User2,Small,4.0
1566,45.0,Squeeze,User1,Small,4.0
1567,45.0,Compress,User1,Small,4.0
1568,47.0,Squeeze,User1,Small,4.0
1569,47.0,Compress,User1,Small,4.0
1570,49.0,Squeeze,User1,Small,4.0
1571,49.0,Compress,User1,Small,4.0
1572,51.0,Squeeze,User1,Small,4.0
1573,51.0,Compress,User1,Small,4.0
1574,53.0,Squeeze,User1,Small,4.0
1575,53.0,Compress,User1,Small,4.0
1576,55.0,Squeeze,User1,Small,4.0
1577,55.0,Compress,User1,Small,4.0
1578,57.0,Squeeze,User1,Small,4.0
1579,57.0,Compress,User1,Small,4.0
1580,59.0,Squeeze,User1,Small,4.0
1581,59.0,Compress,User1,Small,4.0
1582,61.0,Squeeze,User1,Small,4.0
1583,61.0,Compress,User1,Small,4.0
1584,63.0,Squeeze,User1,Small,4.0
1585,63.0,Compress,User1,Small,4.0
1586,65.0,Squeeze,User1,Small,4.0
1587,65.0,Compress,User1,Small,4.0
1588,10.0,Squeeze,User1,Small,-4.0
1589,10.0,Compress,User1,Small,-4.0
1590,12.0,Squeeze,User1,Small,-4.0
1591,12.0,Compress,User1,Small,-4.0
1592,14.0,Squeeze,User1,Small,-4.0
1593,14.0,Compress,User1,Small,4.0
1594,16.0,Squeeze,User1,Small,-4.0
1595,16.0,Compress,User1,Small,4.0
1596,18.0,Squeeze,User1,Small,-4.0
1597,18.0,Compress,User1,Small,-4.0
1598,20.0,Squeeze,User1,Small,-4.0
1599,20.0,Compress,User1,Small,-4.0
1600,22.0,Squeeze,User1,Small,4.0
1601,22.0,Compress,User1,Small,-4.0
1602,24.0,Squeeze,User1,Small,-4.0
1603,24.0,Compress,User1,Small,4.0
1604,1.0,Squeeze,User1,Small,-4.0
1605,1.0,Compress,User1,Small,-4.0
1606,6.0,Squeeze,User1,Small,-4.0
1607,6.0,Compress,User1,Small,4.0
1608,70.0,Squeeze,User1,Small,4.0
1609,70.0,Compress,User1,Small,4.0
1610,75.0,Squeeze,User1,Small,4.0
1611,75.0,Compress,User1,Small,4.0
1612,25.0,Squeeze,User1,Small,4.0
1613,25.0,Compress,User1,Small,4.0
1614,30.0,Squeeze,User1,Small,4.0
1615,30.0,Compress,User1,Small,4.0
1616,35.0,Squeeze,User1,Small,4.0
1617,35.0,Compress,User1,Small,-4.0
1618,40.0,Squeeze,User1,Small,4.0
1619,40.0,Compress,User1,Small,4.0
